1、序号,2、您的性别:,3、您的年龄：,4、您目前所在的学校类型：,5、学校属于教研体系建设县（市、区）教研项目（中山小榄）中哪一类：,6、本学期，您任教的学科是:,7、您的教龄（正式教学年限）：,8、您是否担任过以下职务（可多选）：(备课组长),8、(教研组长),8、(教务主任/教学副校长),8、(校本课程开发负责人),8、(暂无担任),9、您是否参加过与“课程领导力”相关的教师培训或课题项目？,10、您的最高学历：,11、您目前的职称：,12、您当前任教的学校名称是：,13、您最高学历所学的专业类别是?,14、您是否是师范类专业毕业?,15、您的岗位性质是:,16、您目前任教的年级是:【可多选】(小学一年级),16、(小学二年级),16、(小学三年级),16、(小学四年级),16、(小学五年级),16、(小学六年级),16、(初一),16、(初二),16、(初三),16、(高一),16、(高二),16、(高三),17、您在本学期是否担任班主任:,创新教学观总分,创造力效能感总分,创造性教学情况总分,创造力成长观总分
2959,2,5,2,3,11,6,0,0,0,0,1,2,2,1,6,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,112,30
2960,1,6,2,1,1,6,0,0,0,0,1,2,2,3,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,51,28,140,30
2961,2,5,4,1,2,3,1,0,0,0,0,2,2,1,47,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,59,19,84,30
2962,2,6,2,3,1,6,1,0,0,0,0,2,2,2,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,51,28,124,28
2963,2,2,2,3,3,4,0,0,0,0,1,2,2,1,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,112,30
2964,2,1,2,1,3,2,0,0,0,0,1,2,2,1,6,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,108,30
2965,1,6,2,3,2,6,1,0,1,0,0,1,3,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,51,20,103,34
2966,1,6,2,1,2,6,0,0,0,0,1,1,2,3,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,112,33
2967,1,6,2,1,2,6,0,0,0,0,1,2,2,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,60,20,84,31
2968,2,1,2,1,1,1,0,0,0,0,1,2,2,1,6,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,131,30
2969,1,6,2,3,2,6,1,1,0,1,0,1,2,3,6,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0,2,58,19,84,30
2970,1,6,2,3,2,6,0,0,0,0,1,2,2,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,53,23,104,22
2971,1,6,2,1,8,6,0,0,0,0,1,2,2,3,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,115,33
2972,2,1,2,1,5,1,0,0,0,0,1,2,2,1,6,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,60,16,95,37
2973,2,1,2,2,3,1,0,0,0,0,1,1,2,1,6,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,87,28,137,39
2974,2,6,4,1,2,6,0,0,0,0,1,2,1,4,48,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,87,21,98,33
2975,2,1,2,1,2,2,0,0,0,0,1,2,2,1,6,2,2,6,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,32
2976,1,6,2,1,10,6,0,0,0,0,1,2,2,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,57,17,70,30
2977,2,3,2,1,9,4,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,58,40
2978,2,6,2,3,10,6,0,0,0,0,1,2,2,2,6,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,56,20,107,32
2979,1,6,2,3,1,6,1,0,0,0,0,2,2,3,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,24,140,30
2980,2,2,2,1,1,1,0,0,0,0,1,2,2,1,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,63,18,107,35
2981,2,6,2,3,2,6,1,0,0,0,0,2,2,3,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,69,20,85,32
2982,1,2,2,1,5,1,0,0,0,0,1,2,2,1,6,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,2,66,28,138,39
2983,1,4,2,1,1,5,0,0,0,0,1,2,3,3,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,88,20,97,38
2984,1,5,2,2,1,6,1,0,0,0,0,2,2,2,6,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,47,16,140,30
2985,2,2,2,1,9,2,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
2986,2,3,2,1,1,4,0,0,0,0,1,2,3,1,6,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,79,28,140,29
2987,1,4,4,3,2,4,0,0,0,0,1,2,2,1,48,4,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,60,16,84,30
2988,2,1,2,1,9,1,0,0,0,0,1,2,2,1,6,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
2989,1,2,2,3,2,3,0,0,0,0,1,2,2,1,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,57,20,112,30
2990,1,1,2,3,1,1,0,0,0,0,1,2,2,1,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,51,28,140,30
2991,2,5,2,1,1,5,1,0,0,0,0,2,3,2,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,72,19,136,26
2992,2,6,2,1,1,6,0,0,0,0,1,2,3,3,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,79,20,103,39
2993,2,1,2,3,1,1,0,0,0,0,1,2,2,1,6,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,2,57,20,84,30
2994,1,5,2,3,11,3,1,0,0,0,0,2,2,1,6,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,89,28,140,49
2995,2,2,4,3,3,3,0,0,0,0,1,2,2,4,45,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,64,20,84,30
2996,1,3,4,3,11,4,1,0,0,0,0,2,2,2,45,5,1,4,0,0,0,0,1,0,0,0,1,0,0,0,2,67,21,136,31
2997,1,1,4,3,2,2,0,0,0,0,1,2,2,1,45,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,2,60,24,132,36
2998,1,3,4,3,2,2,1,1,0,0,0,2,2,2,45,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,79,24,136,41
2999,2,1,4,3,3,1,0,0,0,0,1,2,2,1,45,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,68,15,95,33
3000,2,1,4,3,10,1,0,0,0,0,1,2,2,1,45,2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,2,69,26,111,31
3001,2,6,2,1,5,6,1,0,0,0,0,2,2,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,71,19,113,37
3002,2,1,4,3,2,2,0,0,0,0,1,2,2,1,45,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,55,20,110,30
3003,1,5,4,3,5,6,1,1,0,0,0,1,2,2,45,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,63,16,58,29
3004,1,2,4,3,5,2,0,0,0,0,1,2,2,1,45,2,2,4,0,0,0,0,0,1,0,1,0,0,0,0,2,59,20,87,29
3005,2,1,4,3,7,1,0,0,0,0,1,2,2,1,45,2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,2,57,16,84,31
3006,2,1,4,3,3,1,0,0,0,0,1,1,2,1,45,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,90,20,120,30
3007,2,2,4,3,3,2,0,0,0,0,1,2,2,1,45,1,1,4,0,0,0,0,0,0,1,0,1,0,0,0,2,65,16,84,36
3008,2,1,4,3,9,2,0,0,0,0,1,2,2,1,45,1,1,5,1,0,0,0,0,0,0,1,1,0,0,0,2,60,16,84,30
3009,1,2,4,3,14,1,0,0,0,0,1,2,2,1,45,2,2,4,0,0,1,1,1,1,0,0,0,0,0,0,2,72,18,112,41
3010,2,3,4,3,1,3,0,0,0,0,1,2,2,2,45,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,51,8,112,27
3011,2,1,4,3,2,2,0,0,0,0,1,2,1,1,45,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,84,24,137,29
3012,1,2,4,3,1,2,0,0,0,0,1,2,1,1,45,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,84,24,117,32
3013,2,3,4,3,1,4,0,1,0,0,0,2,2,1,45,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1,60,23,121,36
3014,2,2,4,3,6,2,0,0,0,0,1,2,2,1,45,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,61,20,110,38
3015,2,3,4,3,1,5,0,0,0,0,1,2,2,1,45,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,83,24,126,30
3016,1,2,4,3,11,4,0,0,0,0,1,2,2,2,45,5,1,4,0,0,0,1,0,0,1,0,1,0,0,0,2,54,22,103,30
3017,1,4,4,3,2,5,0,0,0,0,1,2,2,1,45,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,51,24,139,34
3018,1,3,1,1,11,4,0,0,0,0,1,2,2,2,6,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,59,17,95,30
3019,1,3,4,3,1,4,0,0,0,0,1,2,2,2,45,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,88,24,84,38
3020,2,1,2,1,3,1,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,64,24,129,32
3021,2,6,2,1,3,6,1,0,0,0,0,2,2,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,113,30
3022,2,2,2,1,1,2,0,0,0,0,1,2,3,1,6,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,112,30
3023,2,1,2,1,3,2,0,0,0,0,1,1,2,1,6,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,2,79,22,140,30
3024,2,5,2,1,3,6,1,0,0,0,0,1,2,2,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,51,28,140,30
3025,1,2,2,3,2,4,0,0,0,0,1,2,2,2,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,54,24,112,30
3026,2,2,2,1,2,2,0,0,0,0,1,2,2,1,6,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,2,58,20,104,35
3027,1,6,2,3,5,6,0,0,0,0,1,2,3,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,55,24,107,30
3028,2,1,2,1,3,2,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,109,30
3029,2,2,2,1,1,2,0,0,0,0,1,2,2,1,6,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,2,73,20,103,28
3030,1,2,2,3,7,2,0,0,0,0,1,2,2,1,6,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,63,24,105,32
3031,2,6,2,3,3,6,1,0,1,0,0,2,2,3,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,60,20,112,35
3032,2,5,2,1,10,5,1,0,0,0,0,2,3,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,51,24,111,30
3033,2,6,1,3,6,6,0,0,0,0,1,2,2,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,54,24,112,30
3034,2,3,1,3,3,4,1,0,0,0,0,1,4,2,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,55,18,140,31
3035,2,2,1,3,15,2,0,0,0,0,1,2,2,1,37,2,2,6,0,1,1,1,1,1,0,0,0,0,0,0,2,65,16,102,30
3036,2,2,2,3,8,3,0,0,0,0,1,2,3,1,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,54,24,112,30
3037,1,6,2,3,5,6,1,1,0,0,0,2,2,2,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,54,24,112,30
3038,2,3,1,1,3,4,1,0,0,0,0,2,2,1,6,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,59,20,112,32
3039,1,4,2,3,12,4,0,0,0,0,1,1,3,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,62,16,113,30
3040,2,6,2,1,11,6,0,0,0,0,1,2,2,3,6,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,64,28,138,30
3041,2,3,1,2,2,4,0,0,0,0,1,2,2,1,18,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,100,28,140,37
3042,2,2,1,1,3,3,0,0,0,0,1,2,3,1,6,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,38,24,118,20
3043,2,5,2,2,7,6,1,1,0,0,0,2,2,3,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,70,17,106,41
3044,2,2,1,1,5,3,0,0,0,0,1,2,2,1,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,60,20,112,30
3045,2,2,2,1,8,3,0,0,0,0,1,2,2,1,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,61,24,118,37
3046,1,1,2,1,11,2,0,0,0,0,1,2,2,1,2,5,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,51,20,124,31
3047,2,4,2,3,10,4,1,1,0,0,0,2,4,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,71,20,111,38
3048,1,6,2,3,14,6,0,1,0,0,0,2,2,3,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,18,112,32
3049,1,6,4,1,3,6,0,0,0,0,1,1,1,1,48,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,67,20,112,36
3050,1,5,4,3,11,6,0,1,0,0,0,2,2,2,48,5,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,78,24,122,37
3051,2,4,4,3,13,5,0,0,0,0,1,2,2,1,47,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2,76,24,111,40
3052,2,6,4,3,1,6,0,0,0,0,1,2,1,2,48,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,1,72,24,112,38
3053,2,6,2,3,9,6,0,0,0,0,1,2,2,2,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,112,35
3054,2,5,2,3,12,6,0,0,0,0,1,1,2,2,6,4,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,55,20,84,30
3055,2,6,2,1,3,6,0,0,0,0,1,2,2,3,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,67,13,93,39
3056,1,4,2,3,13,5,0,0,0,1,0,2,2,2,6,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,90,24,83,40
3057,2,2,2,1,8,3,0,0,0,0,1,1,2,1,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,19,90,31
3058,2,3,2,1,15,3,0,0,0,0,1,2,3,1,6,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,2,89,20,140,40
3059,2,3,2,1,8,3,1,0,0,0,0,2,3,1,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,67,20,99,36
3060,2,2,1,3,2,4,0,0,0,0,1,2,2,1,37,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,2,77,20,116,36
3061,2,3,2,3,8,4,1,1,0,0,0,2,2,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,54,24,84,30
3062,2,5,2,3,7,6,1,0,0,0,0,2,3,2,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,65,16,111,34
3063,1,6,1,3,8,6,0,0,1,0,0,1,3,3,37,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,73,19,87,44
3064,2,4,4,3,3,5,0,0,0,0,1,2,2,2,4,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,54,24,112,30
3065,2,2,2,1,7,1,0,0,0,0,1,2,4,1,6,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,2,68,16,115,37
3066,2,3,4,3,1,5,1,0,0,0,0,2,2,2,47,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,57,20,112,29
3067,2,1,1,3,13,1,0,0,0,0,1,2,2,1,37,4,2,3,1,0,0,1,1,0,0,0,0,0,0,0,2,84,16,84,38
3068,2,5,2,1,13,6,0,0,0,1,0,2,2,2,6,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,51,28,140,30
3069,2,6,2,1,9,6,0,0,0,0,1,2,2,2,6,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,78,23,95,35
3070,2,2,2,3,14,4,0,0,0,0,1,2,2,4,6,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,2,64,22,111,39
3071,1,6,2,1,7,6,1,0,0,0,0,2,2,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,78,24,79,42
3072,2,1,2,1,9,2,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,2,54,23,95,23
3073,2,6,2,1,10,6,1,0,0,0,0,2,2,2,6,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,83,26,109,42
3074,1,6,2,3,2,6,1,0,0,0,0,2,2,2,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,95,26,137,42
3075,1,2,2,3,8,4,0,0,0,0,1,2,2,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,53,24,100,30
3076,1,6,2,2,5,6,1,0,0,0,0,1,2,2,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,112,30
3077,2,5,2,3,3,6,1,0,0,0,0,2,2,2,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,100,28,127,49
3078,1,7,2,2,3,6,0,0,0,1,0,1,2,3,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,78,22,107,41
3079,2,1,2,1,10,2,0,0,0,0,1,2,2,4,6,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,67,16,113,31
3080,2,4,2,2,1,5,1,1,0,0,0,2,3,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,63,24,129,34
3081,2,4,2,1,7,6,1,0,0,0,0,1,2,2,6,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,71,19,94,37
3082,1,4,2,2,2,4,1,0,0,0,0,2,3,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,62,19,96,36
3083,1,7,2,1,5,6,1,1,0,0,0,2,3,3,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,88,26,119,47
3084,2,2,2,1,7,2,0,0,0,0,1,2,2,1,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,54,24,112,30
3085,2,1,2,3,2,1,0,0,0,0,1,1,2,1,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
3086,2,2,2,1,3,3,0,0,0,0,1,2,2,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,87,28,140,34
3087,2,1,2,1,1,2,0,0,0,0,1,2,2,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,63,21,112,35
3088,1,7,2,3,10,6,0,0,0,0,1,1,2,2,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,72,22,110,39
3089,1,1,2,1,5,1,0,0,0,0,1,1,2,1,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,86,26,113,38
3090,1,6,2,3,5,6,1,1,1,0,0,1,2,3,5,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,71,24,114,44
3091,1,7,4,3,1,6,0,0,1,0,0,1,2,2,47,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,79,24,89,40
3092,1,3,2,2,9,3,1,0,0,0,1,2,2,2,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,59,17,84,30
3093,1,2,2,2,5,2,1,0,0,0,0,2,2,4,5,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,62,17,99,32
3094,1,5,2,3,11,6,1,0,0,0,0,2,2,2,5,5,2,2,0,0,0,0,0,0,1,1,1,0,0,0,2,57,20,84,30
3095,2,2,2,3,13,2,0,0,0,0,1,2,2,1,5,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
3096,2,2,2,2,11,3,0,0,0,0,1,2,3,4,5,5,2,6,0,0,0,0,0,0,0,1,1,0,0,0,2,61,20,74,30
3097,2,3,2,1,10,4,0,0,0,0,1,2,2,1,5,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,69,16,102,32
3098,2,4,2,3,5,5,1,0,0,0,0,1,3,2,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,84,28,140,32
3099,1,1,2,2,11,1,0,0,0,0,1,2,2,1,5,5,1,6,0,0,0,0,0,0,1,1,0,0,0,0,2,64,16,90,30
3100,2,2,2,1,9,2,0,0,0,0,1,2,2,1,5,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,70,20,113,35
3101,2,3,2,1,2,3,0,0,0,0,1,2,2,1,5,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,67,20,126,30
3102,2,2,2,2,1,2,0,0,0,0,1,2,2,4,5,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,2,77,20,90,41
3103,2,1,2,1,10,3,0,0,0,0,1,2,2,1,5,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,73,17,111,35
3104,1,2,2,2,11,1,0,0,0,0,1,2,2,1,5,5,1,6,0,0,0,0,0,0,1,1,0,0,0,0,2,54,20,100,32
3105,1,6,2,1,2,6,1,1,0,0,0,2,2,3,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,34
3106,2,6,2,2,2,6,1,0,0,0,0,2,2,3,5,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,57,8,84,34
3107,1,7,2,2,1,6,1,0,0,0,0,2,2,2,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,61,20,112,31
3108,1,2,2,1,1,1,0,0,0,0,1,1,4,1,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,92,24,127,41
3109,2,2,2,1,1,2,0,0,0,0,1,1,2,1,5,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,2,64,24,111,40
3110,2,2,2,3,5,2,0,0,0,0,1,2,2,1,5,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,63,20,92,37
3111,1,4,2,2,11,5,0,0,0,0,1,2,2,1,5,5,1,6,0,0,0,0,0,0,1,1,1,0,0,0,2,54,22,108,40
3112,2,1,2,2,1,2,0,0,0,0,1,2,2,1,5,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,74,16,103,32
3113,2,6,2,1,1,6,0,0,0,0,1,2,2,3,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,90,24,112,40
3114,2,6,2,1,3,6,1,0,0,0,0,2,2,2,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,72,20,112,30
3115,2,1,2,1,13,2,0,0,0,0,1,2,2,1,5,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,102,24,136,47
3116,1,5,2,3,2,3,0,0,0,0,1,2,2,1,5,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,60,13,110,29
3117,2,1,2,1,8,2,0,0,0,0,1,2,2,1,5,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,70,11,98,40
3118,2,7,2,1,2,6,1,0,0,0,0,2,2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,65,18,103,36
3119,1,7,2,2,12,6,0,0,0,0,1,2,2,3,5,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,53,24,115,32
3120,2,7,2,1,3,6,1,0,0,0,0,2,2,2,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,112,50
3121,2,5,2,1,1,6,1,0,0,0,0,2,2,2,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,51,28,125,30
3122,2,6,2,2,3,6,0,1,0,0,0,2,2,3,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,80,25,110,46
3123,2,6,2,2,9,6,1,1,0,0,0,1,2,4,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,85,20,117,32
3124,1,7,2,2,9,6,0,0,0,0,1,2,2,2,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,70,16,96,39
3125,2,1,2,1,1,2,0,0,0,0,1,2,2,1,5,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,60,16,84,30
3126,2,1,2,2,1,1,0,0,0,0,1,2,2,1,5,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,81,24,114,37
3127,2,2,2,1,2,2,0,0,0,0,1,2,2,1,5,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,53,23,112,30
3128,2,2,2,3,2,3,0,0,0,0,1,2,2,1,5,2,2,6,0,0,0,0,0,0,0,0,1,0,0,0,1,57,20,112,30
3129,1,3,2,1,1,2,0,0,0,0,1,1,2,1,5,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,2,55,25,112,30
3130,2,6,2,1,3,6,1,0,0,0,0,2,2,3,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,112,30
3131,1,7,2,2,2,6,0,0,0,0,1,2,2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,21,84,31
3132,2,2,2,1,3,1,0,0,0,0,1,2,3,1,5,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,2,77,24,112,38
3133,2,6,2,1,10,6,1,0,0,0,0,2,2,2,5,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,53,20,83,31
3134,1,5,2,3,9,5,1,0,0,0,0,2,4,2,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,54,21,99,29
3135,2,4,2,1,3,5,1,0,0,0,0,2,3,2,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,84,30
3136,2,3,2,2,2,2,0,0,0,0,1,2,2,1,5,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,65,18,93,35
3137,1,6,2,3,11,6,1,0,0,0,0,2,2,2,2,5,1,2,0,0,0,0,0,0,1,1,1,0,0,0,2,65,16,73,40
3138,1,7,2,1,1,6,0,1,0,0,0,2,2,3,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,24,122,40
3139,2,6,2,1,3,6,1,0,0,0,0,2,2,3,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,12,95,37
3140,1,7,2,2,2,6,0,0,0,0,1,2,2,3,5,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,60,16,84,30
3141,2,6,2,1,2,6,1,0,0,0,0,1,2,2,5,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,67,26,135,34
3142,1,7,2,1,5,6,1,0,0,0,0,1,2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,94,30
3143,2,6,2,1,8,6,0,0,0,0,1,2,2,2,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,112,40
